formula,target
I2Na4O1,2.2747
F8Li4Zr1,5.9495
H8Ni1O12Re2,2.7739
Al2P4Sr3,1.3332
Na1O8Pr1Se2,2.9041
Cl9Cr2Cs3,2.6377
Ca2Fe2H1O15Si5,1.2515
O3Rb1V1,3.0566
Li1O3V1,2.7705
Cl1Fe1N3O3,1.4676
Dy3Ga1O6,3.6261
Bi1Se2Tl1,0.2268
C2Ca2Cl2H4O6,3.5186
O8Se1Te3,2.6401
K3O9S3Sb7,1.8341
Ag5Cs1Te3,0.3686
Au1Cs1Se3,1.0566
Cd1O3Te1,3.1032
Al1C1H2Na1O5,5.0097
Ag3Cs1Se5Tb2,1.4128
O9P2Th2,4.9839
Ca1Se5U2,0.4262
Cl1N5S4,1.9766
Er1Se2Tl1,1.2215
C1H1Na1O3,4.8668
Cs4P2Se10,1.4818
H2Mn2O6S1,3.1028
Cu4S4Ti1,1.6889
Er1O9P3,5.7381
Cl5N4O1P3S1,2.6162
N2Na1Nb1,1.1427
Eu1K4P2Se8,0.353
Hg3Na2S4,1.331
As1Nd1O4,3.4046
O18Te4V4,2.0956
O5Ti1Y2,3.7917
Ag1F6Sn1,2.067
As2Ba4O1,0.6697
As11Rb3,1.4803
Nd2O12W3,3.7127
Cl6H22O10Sn1,2.7337
Fe1H6O9P3,2.9023
O7Si2Sr1V1,2.8811
K4Se6Sn2,1.4409999999999998
Ag2Br1N1O3,2.4024
Ge1S4Sr2,2.2797
Cl3Rh1Te6,1.289
Cd1H4Na2O10S2,4.0841
Ba1Dy2Ni1O5,1.979
B1C4Na1O8,3.5267
Al1Be1Na3O8Si2,4.3267
Ca1O4U1,2.7955
Ce4O4S3,1.3908
H6Na2Pt1,3.4738
K1Sb1,0.7395
Cs1La1O12P4,5.2819
O4Pb1Si1Zn1,3.1627
O6Sb2W1,1.5272
Ba2Br2F10Pb4,3.28
Br2Ni5O12Se4,2.7646
Cu1Hf1Na1Se3,0.5281
As2C12F12N12Zn1,4.0432
Ba2H3I1,2.1942
C4H9N1O6Zn1,4.6461
F6Li2Zr1,6.474
H2Mg1O5S1,5.4933
In2Li2S6Si1,2.1916
H2Li2Mg1N2,2.3463
F1O3S1Tl1,4.5506
Ge2N4Si1,1.6369
C2Cd1N2,6.142
C4H12Mn1N10,2.9477
Hg3O8P2,1.4112
Cl12N1Nb1P2,2.6206
Na3O5Re1,2.5576
Ag1O2Y1,2.5359
P2Se6Sn2,1.3238
Br1F3,2.1653
O3Xe1,2.105
Ca2Ge1,0.3218
Nb5O30P7,2.8184
Ag3In2O12P3,2.0095
Ni2P2S6,1.2502
O11P2W2,2.5562
Li6O6U1,3.1631
Ag1Ho1Se2,1.0248
Cd3K2Te4,1.4926
Na6O5Pb1,1.1163
Mg2N1Na2O9P3,5.084
I1O5Rb3,1.8789
O5P1Ta1,3.7387
F3Rb1Yb1,1.0937
Al1F5Fe1,3.9355
P2S6Zr1,1.5137
As2Ca2O7,3.3025
Cl14Mo6Pb1,2.8981
C4F6O5,5.3098
Ag1Na3O2,1.325
C1O3Zn1,4.0912
Cl5K2N1Os1,2.2255
Cu1Er3S7Si1,1.9685
Ba7Cu1F34Fe6,2.5218
F7Sb1Xe1,2.7731
Al4K12P8,0.7049
O6Pt3Zn1,0.5419
La2O9Se3,3.5341
F4O1U1,3.5858
O38P4W10,0.246
Cd1F3K1,3.397
Be1Ca2O7Si2,4.9929
Ca1Ga2P2,0.2093
F6K2O3Ta2,4.0873
K1Na1O6V2,3.2254
C1H6N2S2,2.7058
Fe2Ga1V1,0.6983
Na2O7V2Zn1,3.3898
K6O7Ti2,3.3612
Cl4F1Sb1,1.4273
N2Se1Th2,1.4568
Cu3F7Na1,1.7858
B1Na1O2,4.1423
C2Ca1H2O5,3.5384
Bi1Cu2O6P1,1.0711
As2F12Mn1,4.0658
Mg1O5Se2,3.0188
Au2S1,1.9593
Cs2S3,1.3622
Al2Mn1Te4,1.13
Ag1Ba1F1Te1,1.7833
B12H12K2,5.5216
Cu2Ge1Mg1S4,1.0877
Al6Cl2K8O24Si6,4.5701
B1C4N4Na1,6.5165
P4S5,2.4452
Br1O3Tl1,3.5404
C6Cu1Fe1K2N6,1.5914
As1Cu4K1S4,1.5744
Li1P5,1.2522
Cl1Cu1La1Nb2O7,1.1424
C1H1K1N2,3.8771
Al2Cl8Yb1,3.8359
F4U1,3.3137
Cs1O5Se1V1,3.0659
Dy4Mo4O11,0.3508
Br8N4P4,2.4867
Ba1Cl4Pd1,2.1151
B1C3.33N1,0.4948
Rb2Se3,0.6482
Ba6O17Ti4Y2,3.0308
As2Fe1K1O7,2.5312
Bi3O7Sb1,2.1943
Ba2Fe1S5Sb1,1.265
C4Li2O4,2.218
As1K3S3,2.5973
Br2C2H6N2S1,2.5775
Cr3In1O8,0.2215
La3Nb1O7,3.1713
Br2La1S2Sb1,2.1622
O6P1Re1,2.2148
H12N3O6P3S3,4.2064
La3O3Sb1,0.6887
Li6Na1O8Rb1Si2,4.5931
B1Be2F2K1O3,6.1196
B4Ga2Li6O12,4.1601
Mn3Nb6O11,0.4695
Cl2Co1O8,3.8741
Cl7Mo2O2Tl1,1.9465
O7Pb1Ti3,2.3466
Na6O4Pb1,1.4833
K1N1O2,2.5019
Cl2H2O1Sr1,5.0385
Eu1In2Se4,0.5655
Cs1H4N2O2P1,4.5657
Ba1H3Li1,2.2141
Al1O4Rb1Si1,4.0669
Be1Cs1H3,3.1910000000000003
Mo1O6S1,2.9419
Cl5Nb1,2.4289
F2Na1O2V1,2.2125
C4Cl2F12N3P2V1,3.0099
F6Li2Pd1,2.3443
Bi2Br1In1Se4,1.2921
Br6Eu4O1,2.6533
K1Mo2O8Sc1,3.6916
C2H6Te2,1.5884
F6Ir1K2,1.2357
C5H12N2O5S2,4.3714
Ag1As1Se2,0.1532
Au1Li1S1,2.1215
Br1Cd2P3,1.1713
Cr3Cu1O8,0.4796
Cl14O8P4V2,2.0433
Cu2Si1Te4Zn1,0.3552
Fe1Rb1Se2,0.5479
Br4Cs1Tl1,1.9458
Ca1O9P2V2,1.5003
Br7Ga1Se1,2.232
S6Si2Tl4,2.2727
Ba2O3Zn1,3.0997
Ba1Cd1O7P2,3.6672
F4Li3Mn1O6P2,1.5713
F6Ga1Li1Pd1,2.9657
Cl6Cs2Te1,2.7862
Br1H6Li1O7,3.1332
Ba2Dy1O6Sb1,3.4589
C2F6H12N6Zr1,4.7124
Ag2Cs2S4Ti1,1.9861
Fe2K4O5,2.0593
Bi2Br1O4Pr1,1.2332
Au1Cl4Cs1,1.8687
Br3Gd1,3.7887
C1N4Sr4,1.2173
H3Mg1Rb1,2.582
Ca1Cr1O4,2.3367
K2Pd1Se2,1.016
K2O2Zn1,2.4385
C3Cr2N6,1.8675
Bi1Ir1Se1,0.5828
Cu1Ho3S7Sn1,1.3373
Al1Gd1O3,4.9566
B1Li3O3,5.136
B2C8Cu1N8,2.5163
B1Ba2Cl17Zr6,1.0774
Cs2O3Te1,3.5443
C2H6N4Na1O4P1,4.922
O6P4Se2,3.2104
Au1Cs1O8S2,1.7280000000000002
S5Sb3Tl1,1.5802
K1O5Sb1Si1,2.8098
F6Li2Nb1,1.1915
Lu1O4V1,2.9302
Al2K2O24P8,5.1897
Cs10K6Pb36,0.7219
K1Nd1S2,2.278
As5Br3In4O12,3.1203
C4H5Na3O8,4.4636
H5N3O3,3.2058
Na2O7Sb4,3.0672
Hg2O5Re1,1.4925
Li2O4W1,5.0569
Os1Si1,0.6881
H6Hg1I3N1O1,1.6362
Li1O12P4Tb1,5.9442
Au1Pb4Rb3,0.3355
Co1O6Sr3Zn1,1.4688
Be2Fe1O10Si2Y2,3.619
Ge1Hg2O4,0.9771
Nd1O3Rh1,1.4844
Ag1Bi1S2,0.7795
Au1F4Rb1,2.9536
As1H2Li1O5Zn1,3.4253
As1Cl5,1.4361
Cl4H26O14Sc2,4.9396
Hg1Se4Sn1Tl2,0.5809
C2I4O2Pt2,1.7688
Dy2Mo1O6,2.0509
K1Nd1Te2,1.176
Cl1F1Na6O8S2,4.8067
Ca2Fe1O6W1,2.0021
Br3In1,2.5749
H2In1O5P1,3.5036
As6Rb4,0.3879
Cs4P2Se9,1.4951
Cl1O4Rb1,5.4485
Cl8O4Si4,5.5441
O6Sb1Sr2Y1,3.5114
Cl3K1Ni1,2.7343
Ag2O3Si1,1.2944
Bi7F11O5,3.9155
F1S1Tb1,1.2564
H4Na1O8P1S1,5.6172
Cd1Cl1S2Sb1,1.6592
B4Er1W1,0.2787
F14K5Ti3,3.1372
H8Li1O10P1U1,3.6638
I5La2,0.4429
Br1C5Mn1O5,2.8219
H8Na2Ni1O12S2,2.1599
Bi1Cu1S2,0.7236
Cs1O12Te2V3,2.4282
Mo6O24Rb8Zr1,3.7602
N8O6P6Sr3,4.4772
Br2N3S2V1,0.9145
B7Br1Mn3O13,3.8609
Cd2H2O6S1,2.9163
Li2O4U1,3.0299
Ir1Li8O6,0.7244
Ba2Cu1Ge2O7,1.5566
Ba1Cr1F5,3.5861
Al6Ca4O16W1,3.9742
As4Cu3K2O12,1.3952
K1Li1Te1,2.4325
B7Br1Cr3O13,2.3164
S5Tb2Zr1,1.1919
C1K1N1S1,4.1119
Be3Cl1Li4O12P3,6.2164
Ca1F4H2,7.5887
Cd3Na2O10Si3,2.5724
Cl6Fe1Zr1,2.6635
Li1Mg1O4V1,3.4633
B1Ca2H1N2,3.0063
Al1La3S7Ti1,1.4758
Gd3Nb1O7,2.9847
Ca2O12Rb2S3,5.3987
Cs2Cu1F6K1,1.9543
Mg1O7Si2Sr2,4.4924
Ba1Bi1Se3,0.7202
Br3Cs1Pb1,1.7514
O2Pb1Pd1,0.2562
Nb2O11Te3,2.735
Cu1Te3Ti1Tl1,0.2653
Cr1F3K1,0.5552
Cu6Ge1S8W1,1.1162
Cl1N6Sb1,0.2232
Rb1S2Sb1,1.9433
Ag1O2Yb1,0.5006
Ag3Na1O2,0.8182
F6Ge1Na2,5.7242
Bi1O8P1Pb4,2.5622
K2Na3O10P3,4.3937
Al1Be1La3S7,2.0396
Ga1I7Te1,1.8512
As1Cu1H1O5Zn1,1.8068
Ba5Sb4,0.2541
Ca1O24P6Zr4,4.1705
Bi2Cs2Pd1,0.5381
C4H16N9O16Y1,1.8766
K1Li1O1,2.3415
C1F7I1,4.6479
As3F6Sb1Se4,1.8937
Cl4Gd1Li1,4.5031
Rb1Sb3Se5,0.6985
B6Cr1H16,2.504
K3O3S1V1,3.115
In2Mg1O4,1.9939
Cl1F3,2.5712
H4O10Si2Zn4,3.7761
As3Cl1O12Pb5,3.056
Ag2K2Se4Sn1,0.8938
As3H1Sr5,0.6778
Br12Ta2Te4,1.1602
Cl2H8N4Zn1,4.8805
Er2F3Li1O8S2,6.089
Ag1C2K1N2,3.7273
Bi4Li1O14Ta3,2.9998
Br4O4Pb4Si1,3.1461
Be1Na2O4Si1,3.1217
Ce2Fe2O3S2,1.6929
Cl9Cs3Sc2,4.2599
O112Si56,5.5293
H16Ni1O10P2,2.3189
Au1Rb1Se3U1,1.2957
Ni1O8P2Sr1Zn1,3.5463
Al1H6Li3,3.6128
Ba2C3Cs2O9,4.3456
Co1Na2O10Si4,3.8033
O8Re2Zn1,4.0279
Cr3O12Tl2,1.716
S3U1,1.6149
Ba1Er2Te4,0.7783
Cl2I1N3S4,1.6175
B1O3Pr1,4.3807
H8Mo1N2O1S3,1.7259
O6Rh1Sr3Tb1,2.7987
Cd2O14P4Si1,4.1792
F1I1Sr1,4.2997
Br4Ge4S6,2.4397
C4F6Hg1,3.6081
As2Te3,0.3992
Br1Li1,4.9388
C1F6H6N3P1,5.1823
Ce1Cl1Te1,0.8327
Au2F8Zn1,2.2371
Ge1O8P2Sr1,4.0105
Ca3Li4N6Si2,2.2872
Ca3Ge2P4,0.7234
Ni1O4W1,2.6533
Ba1C2H6N2O3S2,4.2052
Pb4S13Sb6,0.8554
Li4P2Sr1,0.9659
O3Te1,1.1432
Cl2Cs1K1O8,5.502000000000002
Cl6H5O2Sb1,1.8125
C6F6H24N2O2Sn1,4.2442
C1Cs1H4N3,3.7952
Nd1Se2Tl1,1.2152
In1P3Sr3,0.8432
As1La1O3,2.7532
Te1V1,0.8107
Ce2O2Te1,1.876
F6Fe1Na3,3.0326
O7Se2Tb2,3.2247
K3Nd1O8P2,3.7084
Si1Sr2,0.345
I4Zr1,2.0584
B1C4Cl1F4H11N1,6.3568
Ca2Co1O3,1.6243
C1K1O5Pu1,0.2383
As1F6Li1,5.0362
Au1K1S1,2.2359
Cs2Te3,0.5208
Fe1K1Mo2O8,2.0982
Co1O5Se2,2.6872
H6Mg2Na2Ni1,1.8329
C2F6H2N2O6S3,5.9215
K1Nb2P1S10,1.5797
In1K2P2S7,1.9274
Mn2Na2Se3,1.622
O7Sn1Ta2,1.3079
Al1C4F4H14N1O1,5.2944
F4Sr1Zn1,5.8439
B2Gd1Li3O6,4.9187
Ca2O4Pb1,1.4857
Ca10O24P6Se1,3.773
C6Cd2Fe1N6,3.0178
K3O7Sc1Si2,3.6504
Br2K4O1,0.9974
O7Rb2U2,2.6589
Be2F7Li2Rb1,7.193
As2Ge5Te8,0.2353
Cl2Eu2O3Si1,2.722
Ag1Hg1I1S1,1.5383
F2H1N1O3Xe1,2.3414
Mo2O8Sc1Tl1,3.8096
Ba1Ni1O5Tb2,0.4487
Re3Se6Tl2,0.9979
Gd2O7Sn2,2.1547
Cl5H12N3Zn1,4.6486
S12,2.4303
Mn2Nb2O9Zn2,2.2812
H1Li4O15P5,5.7272
Cr1K1O7P2,2.8571
Cl9Cs3V2,1.4480000000000002
Ag1O1Rb1,1.4461
B1C4N4Rb1,6.3320000000000025
Ca5F22Zr3,5.3231
Ag2As1K1O4,1.0136
Ba2I1Na1O6,2.2127
Cl2O1S1,3.6047
Ag2K1Nb1Se4,1.6625
As1Li1O3,2.9511
Ag1P1S3,1.5177
P1Pb1Rb1S4,2.3824
C2F6Te2,2.3993
C4Cd1Cl4H16N2,3.5407
C2I12Pr6Rb1,0.7136
Nd2O11Te4,3.2529
Co2Na4O5Rb2,1.526
B3Be3F4Na1O9Sr3,4.7946
F15Pr1Zr3,4.883
C1Cl2Gd2,0.4447
F8H10In2N2O2,4.8673
F6Pt1Rb2,3.1809
Cs2P4S16Ti2,1.7831
O4Sr1Te1,2.2395
La1O11Sr2Ta3,3.1435
Cu1Ga1O2,1.0323
Bi6Cu2Pb2S12,0.8208
C3Cl1H10N1O4,5.6129
O9Ta2Th2,3.5438
P2Rb2Se6,1.1961
Na1O6Sr3Ta1,3.9969
H8K2Ni1O16P4,4.5783
Ca1H12O9S2,4.1093
K2O7U2,2.6585
Cl9P1Te1,1.8015
Br4Na2Zn1,3.9706
P4S9,2.7163
Cd1I4S8Sb6,1.5473
B1H4N1O8P2Zn1,4.8051
K2Rb2Re6S13,1.3730000000000002
Rb2Se4Te1,0.9195
As3Cu4K1O12,0.983
Cu2Hg1S4Si1,0.7235
S3Ta1Tl1,0.6312
Cu2Ge4O13Sc2,1.6515
Co1O3Ti1,3.1125
Cd3K2S4,1.8725
As2Mg2Sr1,1.3426
C1N6Si4Y2,3.1022
Gd2O1S2,2.2764
Ga1Na1Te2,0.2363
Cs1Na1Te1,1.9929
H4K2O6Os1,0.7912
Ba2N8Si5,2.8762
N6O8S7,2.0274
Ga2H4K1Mn1O14P3,3.4986
Eu2F1K5O13Si4,1.9842
C2H5N3S2,1.4904
P4Sr4Ti1,1.5498
Ga2Se2Te1,1.6946
F1H3K1O3P1,6.5423
Co1P1Se1,0.7397
H1K3Mo1O1S4,2.013
I3P1,2.2464
O1P1Y1Zn1,1.4289
F5H3N1P1,2.6258
Ba5Br1O12P3,4.9747
H1O2Tb1,3.5396
Dy1P1S4,2.1633
Be2F7Li1Na2,6.9203
B2Hf1O5,4.4303
H2Na2Ni1O6P2,3.724
Cs2O3Pb1,1.3914
Al1K1Te2,1.6982
O15V8,0.1848
Ag6K2S4,1.533
Ba1Cu6Ge2S8,1.1079
Cs1Tb1Te3Zn1,1.4588
C8F24Ir4O8Sb4,2.8089
As1Na1S2,1.3843
C2Cl1H8N1O1Si1,5.0161
C2Cl6H12N6Sn1,2.4279
H22N8O18P6,5.117
Fe1Na6S4,1.8659
C2H8I3N1,1.9718
Cu1F3Na1,1.8606
Fe6Na14O16,3.8474
O1Se1Th1,0.9607
I6O18Tl4,1.9344
Ba1O8Se1V2,2.0449
As1Cu1F7,2.2119
Pd1S6Ta2,0.0626
C4H8In1K1O12,3.6044
I4Rb2Zn1,3.2734
Cs2Hg1O2,2.0494
Al1H1O4Si1,0.6314
As1F6H6Li1O3,3.7951
Al4Na4P12Sr8,0.3101
Dy2O1S2,2.5649
Ho1Mn2O5,1.3083
As1C2F6N1O2,4.6428
C6Cs2N9Na1,4.4051
Ag3C6H6La1N6O3,3.4969
Ge1Na2S3,2.4678
Li1O2Y1,4.1054
Ag1Bi2Cl1S3,1.1319
Ba1Ca1O7P2,5.2674
Rb3Sb1,0.0985
I2O8U1,2.8247
Er1O2Rb1,3.6486
F6Ir1Rb2,1.3072
Cs1I2Li1,3.7393
O6P4S2,3.7994
O9Rb2V4,2.0993
F9Rb1Th2,6.7212
Co1N6Na3O12,2.5021
Cu1Gd1O1Se1,1.2178
K1Li1O2Zn1,2.688
Ca1O1S1Zn1,3.1552
As4Si3,0.3999
Eu1Mg2Sb2,0.1662
Ba1Cr1S2,0.3687
Au1C2Rb1,2.5761
Mo1Na2O8P1Y1,4.0793
Cu1Lu1S2,1.745
Co1Nb1O4,1.156
Hg1Ho2O4,2.0885
Br1Er1Mo1O4,1.9117
Al5Ho3O12,4.6671
Cs4Se4Si1,2.2187
I1Li1O4,2.1919
As1H2Mn1O5,1.9448
H5I1O6,2.3263
Cl6Fe1Hf1,3.3939
Ga2Hg1Se4,0.9513
Na3Sb1Se4,0.9729
Al4Ca1O7,3.9997
F4Hg1Rb2,1.9437
F4Li1Yb1,1.3135
B1O4Ta1,3.6319
Mn2O7V2,1.515
Ag1Ba1Nd1S3,1.7617
C2N2S2Sn1,2.517
Ba1Bi2Mo4O16,2.9634
Se4Sr1Y2,1.4406
Al1Fe2V1,0.7709999999999999
Ag4K2Se3,0.375
Ga3Li9O29P8,4.6754
Co1O6V2,2.5322
H4Li2Mg1,3.5256
Li0.667Mn0.667Ni0.333O2,1.6437
Ag1As3H2Mn3O12,1.6557
Mg2O7P2,5.3203
Cl1O1Ti1,2.3817
Cd2P2S6,1.785
Mo1O7P2,0.8594
Br3La1,3.5688
Bi2K4O5,2.6385
K1O4Ru1,0.4642
K4N6Ni1O12,2.055
Gd1Na1S2,2.0856
Ba2S3Zn1,2.079
B3K1O9Sr4,4.1857
H40Ho6N8O49,3.0277
B1In1O3,2.8315
Cr5In1Se8,0.2066
Er1I3O9,3.1183
Cl2P2S8Ti1,2.28
Ge1Pd1S3,1.7334
Cu1Na1S3Zr1,0.6708
Ge1P3Rb5,0.6925
Fe1H14O11S1,3.534
Cl3Hg2K1O3S1,2.6599
Cl6Ga1Sb1,3.8973
O3Sb1Tl1,2.146
Br5Dy2Li1,0.1363
O5Te2,1.6697
Ca4Cu3P5Zn2,0.1292
Cl3V1,1.5872
Cl1Cu3Er1O8Se2,1.3166
Ce2Cl6H28O14,0.0516
O5Pb3Se1,2.4614
Gd1Se2Tl1,1.0391
As3Na1O12Ti2,2.7643
Cu2Se4Si1Zn1,0.7509999999999999
Fe3Li9O29P8,2.3801
H2N2O7Zn1,3.3025
Cu2O2Pb1,0.816
Ag2O3,0.3951
B1N2Nd1,1.9932
Cs0.33Mo1O3,0.7678
Al2Cs2O10Si3,4.4897
Hg1O6P2,2.5810000000000004
F8Li1Na1Y2,7.2924
Hg2I1O1,0.9146
Co1Ge2O7Sr2,2.5576
C1H1,4.9527
K3Sb1Se4,1.422
Cl9K3W2,1.3764
Au1Na1Se2,0.8647
Cs1Sb2Se4,1.1106
Ba1Ho2O4,3.2272
Mg1O6Sb2,1.043
Ba1Mo2O16P4,2.1448
H12K4N4O12P4,4.3525
F6K3Mo1,2.6721
C2H2O4Sr1,4.8325
O8,1.3985
As1K3Se3,2.1054
Ge1P1,0.4991
B2Cd1O4,3.4385
Li7Mn1N4,1.3477
F2H1P1,3.7999
S16,1.4742
Ni1P4Si3,0.3579
C4H16N2O6U1,3.1158
F7K3Si1,5.9154
Cd1Cl1H1O1,1.4088
Li1O12P3Zr2,4.136
Cl4Mo1,0.8933
I2O7Ti1,2.6292
C2N2S9,2.5805
Co1Na6Se4,1.9995
Cd1K2O2,1.4062
Ca1O6Sr2W1,2.9093
Ag1H2O4V1,2.7143
Gd1I3O9,2.9976
Ge1Hg2Se4,0.3938
Bi4Cu3La3,0.1759
Co1H4N8,2.8691
F2Fe2O1S2Sr2,1.7652
Ba2N3Ta1,2.0291
K1Li1S1,3.0411
Mn5O8V1,0.7364
Ce3I1S8Si2,2.6151
As3Rb5Si1,0.3824
C4K2N4Ni1,4.0213
O11Pb1V6,0.7324
O2Te1U2,0.598
Li1O12Te2V3,1.8426
Co1Er7I12,0.4268
Bi1Ir1S1,0.7434
Cs2S6Sn2,1.4594
C4I2N4Pt1Rb2,1.4505
Na2O3Ru1,0.6975
F2O3S1Xe1,2.4555
As1Ce1S1,0.1917
As3Na1O12Zr2,3.7653
Ca2H4Mg1O10P2,5.3933
B6Ba2O12Zn1,4.3113
O4S1Tl2,3.7855
Eu1H2,1.6183
Ir1S1Sb1,1.1992
F6H6N2Sn2,3.9334
Li1O4Rb2V1,3.9322
Rb2Te5,0.2536
Cr4K3O16P1,2.7060000000000004
Ge2K1O12P3,3.5968
Er1K1S2,2.3695
Cl4H2K2O1Sn1,3.5819
Br1Li6O5P1,5.0924
C1H2Na2O4,4.1795
Ag2Hg1I2S1,1.6877
Au2La4O9,2.1242
Ag1Pr3Se7Si1,1.4846
Ba1La1Sb2Se6,0.5192
Ca1O6Ta2,2.6682
Pt3S8Ta2,0.9454
O4Rb1Re1,4.1595
Al1Ca1F6H2Na1O1,6.6481
O12W1Y6,3.0939
Fe1Li1O8W2,2.4309
I1P3Se4,1.6702
Hg1Rb6Se4,1.3496
Cu3K3Nb2S8,2.1362
Ba7F34Fe6Mn1,1.1106
Cd1F5Mn1,1.0437
Ag1Na3S2,2.232
Mg1O6V2,2.1558
H14N4O6Ru1S2,3.3158
B12,1.4514
Bi1F6Rb1,2.7839
Bi1Cl1S1,1.9464
Cs1Mo1N3O11,2.6232
B1Ba1Bi1O4,3.603
Ag1Hg2O4P1,1.3008
C2H3In1O5,4.4046
Cl1Mo1O4Tm1,0.3466
Ac1Br3,4.1084
Cl1Hg3O4P1,2.3713
S2V1,0.2893
C8Co1H24Li1N8O12,2.7169
Ge1K1N1O1,2.6357
Br1C5O5Tc1,2.5951
Cd1F6Rh1,1.3045
B12H12Tl2,4.5309
Ag4Ge2Hg1S7,0.8585
Ag1P1S4Zn1,2.4825
Ce1S3Sc1,2.1781
C3F9H18O18S3Y1,5.947
Au1Cs3Pb4,0.5468
Br1Cd1S2Sb1,1.5759
C6N9Pr1,3.502
Bi1K2O8P1W1,3.9734
F6Pb1Te1,4.5945
O7Sr2Ta2,3.0319
Co1Rh2S4,0.9185
Cl4H6O3Sn1,2.8458
Br3Fe1,1.589
Ba4Ge1P4,1.0113
C4H9N1Se2,3.5357
F6K2Th1,6.3579
Nb1O8Rb3,3.0317
B2Li2S5,2.4535
Br7Nb3S1,0.9191
Hg9O16P4,1.8599
C4H6K3O13V1,2.9663
Ca3I3P1,2.1567
F1K3O4S1,5.2212
In6S7,0.3335
S3Sb1Tl3,1.5419
Pb1S4Sc2,1.9466
Bi1K1,0.4206
P4S10,2.59
C4Cd1Cl2H8N2,2.157
Br3P1,3.2774
H6Mn1O6S1,4.4545
Er1Li1O12P4,5.7066
Al1F7Na2Ni1,4.7966
F9Nb1Se1,5.4876
C6H12N10O2S2Zn1,3.7892
H10Ni1O10Se2,2.7577
Br1Cu1O2Sr2,2.7393
I1O1Y1,3.4118
F1Ho1O3Se1,4.3029
In1Na1Te2,0.6568
Ba1Ga1H1Si1,0.5385
Ge1Rb1S5Ta1,0.9676
H6O6P2V1,2.6655
Ba2Mg1O8P2,4.0345
As1Br3F6S1,2.5125
Cd2Cu1O8P2,1.9551
Ag2Ba1S2,1.3456
Hg1I1N1O3,1.9435
As2Zn1,0.2795
Er2Hf2O7,3.0089
Cs1O18P5Ta2,3.0677
Ce1O4Sr2,2.879
Br10Co1Er6,0.1121
Cl4Cu1Ga1,2.4881
F8K3Ta1,3.9769
Cr2O11Te4,2.3331
C4H20N4O12Pt1Zn1,3.4152
F6Hg2O1Zn2,1.097
As6K6Na4Sn2,0.528
La4Mn1S7,2.4309
Br5Nd3S2,2.1248
Cs2F5Li3,5.5887
Cl10N2Si4,5.0678
Cd1Ge1Li2S4,2.2741
Ba1N7Si4Y1,2.7338
C3F3H6N3O2S1,2.196
Cl9S1Sb1,1.7722
Mo1O6Sb2,1.3963
Be4O7Te1,1.2905
As2Hg2O6,1.2399
K2O9Ti4,3.3329
Al1Cs1Te3,1.3332
Cu1Ho1Pb1Se3,1.3819
O32Si16,5.6773
Ga2N4Sr3,1.6335
Fe1Na6Se4,1.625
Ag1F7Ir1,0.0903
Cu2H1O5P1,1.0634
Be1O6P2,5.8317
Fe1Pb4S14Sb6,1.2592
Ba1H2O14P4Si1,5.7112
H3O9P3Sb2,3.9215
Cu1O8P2Sr2,1.7793
B18Rb8Se18,2.1994
Ag3P6Si3Sn2,0.3779
Cl19Li1Nb6,0.9562
C1F5N1S2,2.9478
H4N1O7V3,0.9633
K1Li4Nb1O5,4.1034
Cu2Ge1S3,0.3555
H2Mn1O7P2,4.513
Cu1O4U1,1.189
F6Hg3S2Si1,2.7993
Cl1La1Se1,1.2875
Co1K6Se4,1.7405
As2In1O7Rb1,2.5657
Gd2Na2O10Ti3,2.529
F1In1O1,1.5028
F4Pd1,1.0332
Cd1Cs3I5,2.8801
C4Ce2F1Na3O12,3.9109
B6Cs2O10,5.2676
C3H8S2,3.9683
Ba1Ca2O9Si3,4.5666
As2Cd1Sr2,0.5788
B8S16,2.5535
Li3N4Sr2Ta1,2.1561
Nb1Se4Tl3,2.1922
Ag1Bi1Cl2S1,1.385
O4P1Rb3,3.6757
Ag6Cl1F3Mo2O7,2.5141
F3Pr1,4.1858
As1Li1Ni1O4,2.7015
Cl4Cr1Cs2,1.919
As1Cs1F4,4.6001
P1Rb3S4,2.7528
F8Na2U1,2.9197
Br6H6N2Sc2,3.549
Ba3Ir2O9Y1,0.1664
Cl4H12N3O3Re1,2.5663
O1Yb1,1.0551
F24Sb2Xe6Zn1,2.6096
Ag2Ba1S4Sn1,0.6116
Na6O9S2,3.0301
B8H30Mg4,5.7318
Co2La2O5,1.2392
C3H8N2O1,4.1717
C2F6H1N1O4S2,3.6781
Ag2Ba1Mn1O8V2,2.7016
Ba1Mg0.333O3Ru0.667,1.0313
Al2Ba1Te4,1.544
Ga2Pb1Se4,1.7662
C2H5K1N3O4P1S1,3.7865
O8P2Rb1Ta1,3.4979
Dy3N1Se3,1.1908
Ca1O8P2Zr1,4.343
Cd1O6Sb2,1.4565
As4S5,1.9759
Li2O3Pr1,2.1971
F6Ni1Pb1,1.9525
C1Cl1Co1H18N6O3,2.435
H6Os1Sr2,2.8831
Nb6O16Sr1,1.9211
P5Yb1,0.4312
Ba2O9P2Te1,3.4237
Cl1H6Na1O5,3.0155
Cl2H8Mg1O4,5.2928
Pt1Sb1Y1,0.2921
Cl1In1O3Te1,3.1460000000000004
C2H1K1O4,3.1303
Hg3O6S1,0.529
Mo1O3Tl0.33,0.7512
F5I1,4.6986
Ca1Fe4O6,0.4599
O8Se2Te2,2.9358
